7,7,-1
6,8,1
8,8,-1
6,6,1
8,9,-1
7,6,1
6,9,-1
8,6,1
5,6,-1
7,9,1
8,10,-1
8,11,1
9,9,-1
6,4,1
10,8,-1
11,7,1
6,7,-1
9,6,1
10,6,-1
9,10,1
9,7,-1
8,7,1
10,9,-1
10,7,1
10,10,-1
11,11,1
11,9,-1
12,9,1
12,10,-1
13,11,1
11,8,-1
9,8,1
9,11,-1
8,12,1
6,5,-1
4,5,1
4,7,-1
7,4,1
5,4,-1
5,7,1
2,9,-1
3,8,1
7,5,-1
8,5,1
6,3,-1
8,4,1
8,3,-1
3,7,1
4,6,-1
3,9,1
13,7,-1
12,8,1
12,4,-1
11,5,1
10,12,-1
10,11,1
6,12,-1
7,11,1
11,13,-1
12,14,1
3,6,-1
4,8,1
2,10,-1
5,8,1
7,8,-1
2,8,1
